0.6813,0.3180
0.6670,0.3315
0.6527,0.3445
0.6387,0.3565
0.6250,0.3675
0.6116,0.3772
0.5985,0.3858
0.5857,0.3931
0.5732,0.3993
0.5671,0.4019
0.5611,0.4043
0.5551,0.4064
0.5492,0.4082
0.5435,0.4098
0.5378,0.4112
0.5322,0.4124
0.5267,0.4133
0.5213,0.4140
0.5160,0.4146
0.5107,0.4150
0.5056,0.4152
0.5006,0.4153
0.4957,0.4152
0.4909,0.4150
0.4861,0.4147
0.4815,0.4142
0.4770,0.4137
0.4726,0.4130
0.4682,0.4123
0.4640,0.4115
0.4599,0.4106
0.4558,0.4096
0.4519,0.4086
0.4480,0.4076
0.4442,0.4064
0.4405,0.4053
0.4369,0.4041
0.4300,0.4016
0.4234,0.3990
0.4171,0.3963
0.4110,0.3935
0.4053,0.3907
0.3999,0.3879
0.3946,0.3851
0.3897,0.3823
0.3850,0.3795
0.3804,0.3768
0.3761,0.3740
0.3720,0.3713
0.3681,0.3687
0.3644,0.3661
0.3608,0.3636
0.3574,0.3611
0.3541,0.3586
0.3510,0.3562
0.3480,0.3539
0.3451,0.3516
0.3397,0.3472
0.3348,0.3431
0.3302,0.3391
0.3260,0.3354
0.3221,0.3318
0.3135,0.3237
0.3064,0.3166
0.3004,0.3103
0.2952,0.3048
0.2908,0.3000
0.2869,0.2956
0.2836,0.2918
0.2807,0.2884
0.2718,0.2776
0.2660,0.2702
0.2618,0.2649
0.2588,0.2609
0.2565,0.2577
0.2525,0.2523
0.2501,0.2489
0.2472,0.2448
0.2456,0.2425
0.2426,0.2381
0.2402,0.2345
,
