0.17556,0.005294
0.175483,0.005286
0.1754,0.005279
0.175317,0.005271
0.175237,0.005263
0.175161,0.005256
0.175088,0.005247
0.175015,0.005236
0.174945,0.005226
0.17488,0.005221
0.174821,0.005221
0.17477,0.005229
0.174722,0.005238
0.174665,0.005236
0.174595,0.005218
0.17451,0.005182
0.174409,0.005127
0.174308,0.005068
0.174222,0.005017
0.174156,0.004981
0.174112,0.004964
0.174088,0.004964
0.174073,0.004973
0.174057,0.004982
0.174036,0.004986
0.174008,0.004981
0.173972,0.004964
0.173932,0.004943
0.173889,0.004926
0.173845,0.004916
0.173801,0.004915
0.173754,0.004925
0.173705,0.004937
0.173655,0.004944
0.173606,0.00494
0.17356,0.004923
0.173514,0.004895
0.173468,0.004865
0.173424,0.004836
0.17338,0.004813
0.173337,0.004797
0.173291,0.004786
0.173238,0.004779
0.173174,0.004775
0.173101,0.004774
0.173021,0.004775
0.172934,0.004781
0.172843,0.004791
0.172751,0.004799
0.172662,0.004802
0.172577,0.004799
0.172489,0.004795
0.172396,0.004796
0.172296,0.004803
0.172192,0.004815
0.172087,0.004833
0.171982,0.004855
0.171871,0.004889
0.171741,0.004939
0.171587,0.00501
0.171407,0.005102
0.171206,0.005211
0.170993,0.005334
0.170771,0.00547
0.170541,0.005621
0.170301,0.005789
0.17005,0.005974
0.169786,0.006177
0.169505,0.006398
0.169203,0.006639
0.168878,0.0069
0.168525,0.007184
0.168146,0.007491
0.167746,0.007821
0.167328,0.008175
0.166895,0.008556
0.166446,0.008964
0.165977,0.009402
0.165483,0.009865
0.164963,0.010351
0.164412,0.010858
0.163828,0.011385
0.16321,0.011937
0.162552,0.01252
0.161851,0.013137
0.161105,0.013793
0.16031,0.014491
0.159466,0.015232
0.158573,0.016015
0.157631,0.01684
0.156641,0.017705
0.155605,0.018609
0.154525,0.019556
0.153397,0.020554
0.152219,0.021612
0.150985,0.02274
0.149691,0.02395
0.148337,0.025247
0.146928,0.026635
0.145468,0.028118
0.14396,0.029703
0.142405,0.031394
0.140796,0.033213
0.139121,0.035201
0.137364,0.037403
0.135503,0.039879
0.133509,0.042692
0.131371,0.045876
0.129086,0.04945
0.126662,0.053426
0.124118,0.057803
0.121469,0.062588
0.118701,0.06783
0.115807,0.073581
0.112776,0.079896
0.109594,0.086843
0.106261,0.094486
0.102776,0.102864
0.099128,0.112007
0.095304,0.121945
0.091294,0.132702
0.087082,0.144317
0.08268,0.156866
0.078116,0.17042
0.073437,0.185032
0.068706,0.200723
0.063993,0.217468
0.059316,0.235254
0.054667,0.254096
0.050031,0.274002
0.045391,0.294976
0.040757,0.316981
0.036195,0.3399
0.031756,0.363598
0.027494,0.387921
0.02346,0.412703
0.019705,0.437756
0.016268,0.462955
0.013183,0.488207
0.010476,0.513404
0.008168,0.538423
0.006285,0.563068
0.004875,0.587116
0.003982,0.610447
0.003636,0.633011
0.003859,0.654823
0.004646,0.675898
0.006011,0.69612
0.007988,0.715342
0.010603,0.733413
0.01387,0.750186
0.017766,0.765612
0.022244,0.77963
0.027273,0.792104
0.03282,0.802926
0.038852,0.812016
0.045328,0.819391
0.052177,0.825164
0.059326,0.829426
0.066716,0.832274
0.074302,0.833803
0.082053,0.83409
0.089942,0.833289
0.09794,0.831593
0.106021,0.829178
0.114161,0.826207
0.122347,0.82277
0.130546,0.818928
0.138702,0.814774
0.146773,0.810395
0.154722,0.805864
0.162535,0.801238
0.170237,0.796519
0.17785,0.791687
0.185391,0.786728
0.192876,0.781629
0.200309,0.776399
0.20769,0.771055
0.21503,0.765595
0.222337,0.76002
0.22962,0.754329
0.236885,0.748524
0.244133,0.742614
0.251363,0.736606
0.258578,0.730507
0.265775,0.724324
0.272958,0.718062
0.280129,0.711725
0.287292,0.705316
0.29445,0.698842
0.301604,0.692308
0.30876,0.685712
0.315914,0.679063
0.323066,0.672367
0.330216,0.665628
0.337363,0.658848
0.344513,0.652028
0.351664,0.645172
0.358814,0.638287
0.365959,0.631379
0.373102,0.624451
0.380244,0.617502
0.387379,0.610542
0.394507,0.603571
0.401626,0.596592
0.408736,0.589607
0.415836,0.582618
0.422921,0.575631
0.429989,0.568649
0.437036,0.561676
0.444062,0.554714
0.451065,0.547766
0.458041,0.540837
0.464986,0.53393
0.471899,0.527051
0.478775,0.520202
0.485612,0.513389
0.492405,0.506615
0.499151,0.499887
0.505845,0.493211
0.512486,0.486591
0.519073,0.480029
0.5256,0.473527
0.532066,0.467091
0.538463,0.460725
0.544787,0.454434
0.551031,0.448225
0.557193,0.442099
0.563269,0.436058
0.569257,0.430102
0.575151,0.424232
0.580953,0.418447
0.58665,0.412758
0.592225,0.40719
0.597658,0.401762
0.602933,0.396497
0.608035,0.391409
0.612977,0.386486
0.617779,0.381706
0.622459,0.377047
0.627037,0.372491
0.631521,0.368026
0.6359,0.363665
0.640156,0.359428
0.644273,0.355331
0.648233,0.351395
0.652028,0.347628
0.655669,0.344018
0.659166,0.340553
0.662528,0.337221
0.665764,0.334011
0.668874,0.330919
0.671859,0.327947
0.67472,0.325095
0.677459,0.322362
0.680079,0.319747
0.682582,0.317249
0.684971,0.314863
0.68725,0.312586
0.689426,0.310414
0.691504,0.308342
0.69349,0.306366
0.695389,0.304479
0.697206,0.302675
0.698944,0.30095
0.700606,0.299301
0.702193,0.297725
0.703709,0.296217
0.705163,0.29477
0.706563,0.293376
0.707918,0.292027
0.709231,0.290719
0.7105,0.289453
0.711724,0.288232
0.712901,0.287057
0.714032,0.285929
0.715117,0.284845
0.716159,0.283804
0.717159,0.282806
0.718116,0.28185
0.719033,0.280935
0.719912,0.280058
0.720753,0.279219
0.721555,0.27842
0.722315,0.277662
0.723032,0.276948
0.723702,0.276282
0.724328,0.27566
0.724914,0.275078
0.725467,0.27453
0.725992,0.274008
0.726495,0.273505
0.726975,0.273025
0.727432,0.272568
0.727864,0.272136
0.728272,0.271728
0.728656,0.271344
0.72902,0.27098
0.729361,0.270639
0.729678,0.270322
0.729969,0.270031
0.730234,0.269766
0.730474,0.269526
0.730693,0.269307
0.730896,0.269104
0.731089,0.268911
0.73128,0.26872
0.731467,0.268533
0.73165,0.26835
0.731826,0.268174
0.731993,0.268007
0.73215,0.26785
0.7323,0.2677
0.732443,0.267557
0.732581,0.267419
0.732719,0.267281
0.732859,0.267141
0.733,0.267
0.733142,0.266858
0.733281,0.266719
0.733417,0.266583
0.733551,0.266449
0.733683,0.266317
0.733813,0.266187
0.733936,0.266064
0.734047,0.265953
0.734143,0.265857
0.734221,0.265779
0.734286,0.265714
0.734341,0.265659
0.73439,0.26561
0.734438,0.265562
0.734482,0.265518
0.734523,0.265477
0.73456,0.26544
0.734592,0.265408
0.734621,0.265379
0.734649,0.265351
0.734673,0.265327
0.73469,0.26531
0.17556,0.005294
